trade_date,close_price,portfolio_value_DQN_RawPrice,portfolio_value_TA_RSI,portfolio_value_TA_MACD,portfolio_value_TA_SMA_Crossover,portfolio_value_TA_Stochastic,portfolio_value_TA_All_Signals,portfolio_value_Buy_and_Hold,pnl_DQN_RawPrice
2023-01-20,137.869995,155.46678053113448,131.24851051168264,148.007366867684,137.23190695125868,133.85085737757922,143.75,137.869995,11.716780531134475
2023-01-23,141.110001,159.12031879173688,134.33290869091604,151.48560560045178,137.23190695125868,136.99641186177647,143.75,141.110001,15.370318791736878
2023-01-24,142.529999,160.72155564839048,135.684708423915,153.01001390218107,137.23190695125868,138.37501457931808,143.75,142.529999,16.971555648390478
2023-01-25,141.860001,159.9660436747932,135.04688842873907,152.29075196424736,137.23190695125868,137.72454812545868,143.75,141.860001,16.216043674793212
2023-01-26,143.960007,162.33408011314995,137.04603740648142,152.29075196424736,137.23190695125868,139.76333548885893,143.75,143.960007,18.584080113149952
2023-01-27,145.929993,164.5555016857801,138.92141085687481,154.37473803476095,137.23190695125868,141.6758931495873,143.75,145.929993,20.805501685780087
2023-01-30,143.0,161.25154436940562,136.13213667825707,151.27519083051567,137.23190695125868,138.83131427540727,143.75,143.0,17.50154436940562
2023-01-31,144.289993,162.70618327483027,137.3601751635018,151.27519083051567,137.23190695125868,140.0837018530022,143.75,144.289993,18.956183274830266
2023-02-02,150.820007,170.0696437101718,143.57657207510272,151.27519083051567,137.23190695125868,146.4233551806722,143.75,150.820007,26.31964371017179
2023-02-03,154.5,174.2193259096026,147.0798259915435,154.96629027019387,137.23190695125868,149.99607031853444,143.75,154.5,30.46932590960259
2023-02-06,151.729996,174.2193259096026,144.44285701862518,152.18792623191814,134.77149962968835,147.30681650127474,141.17273090614887,151.729996,30.46932590960259
2023-02-07,154.649994,174.2193259096026,147.22261622727018,152.18792623191814,137.36513648298194,150.14169174618075,141.17273090614887,154.649994,30.46932590960259
2023-02-08,151.919998,174.2193259096026,144.6237337894863,152.18792623191814,134.94026556356894,147.49127962977093,141.17273090614887,151.919998,30.46932590960259
2023-02-09,150.869995,174.2193259096026,143.6241593006151,152.18792623191814,134.00761887104764,146.47188594807076,141.17273090614887,150.869995,30.46932590960259
2023-02-10,151.009995,174.2193259096026,143.75743551834208,152.18792623191814,134.13197140809086,146.60780471729146,141.17273090614887,151.009995,30.46932590960259
2023-02-13,153.850006,174.2193259096026,146.46104926393477,152.18792623191814,136.65456121580965,149.36502471509996,141.17273090614887,153.850006,30.46932590960259
2023-02-14,153.199997,174.2193259096026,145.84225825673127,152.18792623191814,136.07720215687448,148.7339645489402,141.17273090614887,153.199997,30.46932590960259
2023-02-15,155.330002,174.2193259096026,147.8699654720136,152.18792623191814,137.96914162590824,150.80187639203945,141.17273090614887,155.330002,30.46932590960259
2023-02-16,153.710007,172.40232704754806,146.32777399818076,152.18792623191814,136.53020956699882,149.22910691672763,141.17273090614887,153.710007,28.652327047548056
2023-02-17,152.550003,172.40232704754806,145.22348152912258,152.18792623191814,135.49985642142545,148.10291894550573,141.17273090614887,152.550003,28.652327047548056
2023-02-21,148.479996,172.40232704754806,141.34894482139205,152.18792623191814,131.88474430547095,144.15155935865184,141.17273090614887,148.479996,28.652327047548056
2023-03-06,153.830002,172.40232704754806,141.34894482139205,152.18792623191814,136.63679301473098,149.34560386467504,141.17273090614887,153.830002,28.652327047548056
2023-03-07,151.600006,172.40232704754806,139.29988041615383,152.18792623191814,134.65603829904373,149.34560386467504,141.17273090614887,151.600006,28.652327047548056
2023-03-08,152.869995,172.40232704754806,140.466828363569,152.18792623191814,135.78408368595066,150.59670720636285,141.17273090614887,152.869995,28.652327047548056
2023-03-09,150.589996,172.40232704754806,138.37181797122807,152.18792623191814,133.75891468519364,148.35061344653906,141.17273090614887,150.589996,28.652327047548056
2023-03-10,148.5,172.40232704754806,138.37181797122807,152.18792623191814,131.90251250654958,146.29169720418244,141.17273090614887,148.5,28.652327047548056
2023-03-13,150.470001,174.68941631816082,138.37181797122807,152.18792623191814,133.65233123746148,146.29169720418244,141.17273090614887,150.470001,30.939416318160823
2023-03-14,152.589996,177.1506423877175,138.37181797122807,152.18792623191814,135.53537950009667,146.29169720418244,141.17273090614887,152.589996,33.40064238771751
2023-03-15,152.990005,177.61503620886202,138.73455454627097,152.18792623191814,135.8906804571689,146.29169720418244,141.17273090614887,152.990005,33.86503620886202
2023-03-16,155.850006,180.9353784833288,141.32806361071533,152.18792623191814,138.43102603071267,149.02647978227085,141.17273090614887,155.850006,37.185378483328805
2023-03-17,155.0,179.94855685097608,140.55726029077522,151.35789321655406,137.67602315498442,148.21368929720788,140.4027747708465,155.0,36.198556850976075
2023-03-20,157.399994,182.73485012033737,142.73362533177067,153.70149344605323,139.8077756034736,150.50860520063472,142.5767477839651,157.399994,38.98485012033737
2023-03-21,159.279999,184.9174577759672,144.43845341004783,155.53732309790217,141.4776569706445,152.30629860029407,144.27970209740423,159.279999,41.16745777596719
2023-03-22,157.830002,183.23407153346238,143.1235656310166,154.12139734893236,140.18972264453703,150.9197863110045,142.96625950250487,157.830002,39.484071533462384
2023-03-23,158.929993,184.5111153592628,144.1210606071747,154.12139734893236,141.166770298642,151.97161679038337,142.96625950250487,158.929993,40.76111535926279
2023-03-24,160.25,186.04358861528334,145.3180707199789,155.40146613588797,142.33924329410488,153.23383038630683,144.15367831342198,160.25,42.29358861528334
2023-03-27,158.279999,183.75649934467057,143.5316323759138,153.49106960740644,140.58942456319298,151.3500812499895,142.38155419216696,158.279999,40.00649934467057
2023-03-28,157.649994,183.02508972816153,142.96033059030418,153.49106960740644,140.02983370533647,150.74765953821085,142.38155419216696,157.649994,39.27508972816153
2023-03-29,160.770004,186.6472916433913,145.78962128501271,153.49106960740644,142.80112769890928,153.7310672333346,142.38155419216696,160.770004,42.8972916433913
2023-03-30,162.360001,188.49321206627766,147.23146400882274,155.00907877659554,144.21341456205997,155.25144995166684,143.78969152119808,162.360001,44.743212066277664
2023-03-31,164.899994,191.44203835506204,149.53478308777593,157.43407244870693,146.46951865935995,157.68023532791898,146.03916680874752,164.899994,47.69203835506204
2023-04-03,166.169998,192.91646020664245,150.6864494284103,158.64657644519676,147.597577369753,158.89463518767516,147.16391109469197,166.169998,49.166460206642455
2023-04-04,165.630005,192.28955078045132,150.19677241772516,158.13103187165487,147.11793808735607,158.37828451203217,146.68568107242433,165.630005,48.53955078045132
2023-04-05,163.759995,190.1185469043423,148.50100801568416,158.13103187165487,145.45693460309764,156.5901485047891,146.68568107242433,163.759995,46.36854690434231
2023-04-14,165.210007,191.80195056122358,149.8159093970309,158.13103187165487,146.7448822526912,157.97667513733893,146.68568107242433,165.210007,48.05195056122358
2023-04-17,165.229996,191.82515695930678,149.83403584268223,158.13103187165487,146.76263713028376,157.99578896595418,146.68568107242433,165.229996,48.07515695930678
2023-04-18,166.470001,193.26475121890675,150.9584984591136,158.13103187165487,147.8640497566857,159.18150326141858,146.68568107242433,166.470001,49.51475121890675
2023-04-19,167.630005,194.61146764304456,152.01041448599324,158.13103187165487,148.8944029022591,160.2907192126413,146.68568107242433,167.630005,50.86146764304456
2023-04-20,166.649994,193.47371560983112,151.12171989751047,157.2065544746902,148.0239253724001,159.35361569095195,145.82811633636487,166.649994,49.72371560983112
2023-04-21,165.020004,191.58136497640194,149.64361068008236,157.2065544746902,146.5761154305782,157.79499097212903,145.82811633636487,165.020004,47.83136497640194
2023-04-24,165.330002,191.58136497640194,149.92472338702186,157.2065544746902,146.85146570042338,158.09141643828875,145.82811633636487,165.330002,47.83136497640194
2023-04-25,163.770004,191.58136497640194,148.51008438741482,157.2065544746902,145.46582492126382,156.59971928424832,145.82811633636487,163.770004,47.83136497640194
2023-04-26,163.759995,191.58136497640194,148.51008438741482,157.2065544746902,145.45693460309764,156.59971928424832,145.82811633636487,163.759995,47.83136497640194
2023-04-27,168.410004,191.58136497640194,148.51008438741482,157.2065544746902,149.58722329183882,156.59971928424832,145.82811633636487,168.410004,47.83136497640194
2023-04-28,169.679993,191.58136497640194,149.63000701125782,157.2065544746902,150.7152686787458,157.78064628484435,145.82811633636487,169.679993,47.83136497640194
2023-05-01,169.589996,191.58136497640194,149.55064437396098,157.2065544746902,150.63533042677238,157.69696060939944,145.82811633636487,169.589996,47.83136497640194
2023-05-02,168.539993,191.58136497640194,148.6247134290449,156.23322257002943,149.70268373425105,156.7205923940788,144.92523312833924,168.539993,47.83136497640194
2023-05-03,167.449997,190.34235388009307,147.66351519795913,156.23322257002943,148.73451396305853,155.7070358145008,144.92523312833924,167.449997,46.59235388009307
2023-05-05,173.570007,197.29904023446613,153.06036324715117,156.23322257002943,154.17050517898588,161.397860737329,144.92523312833924,173.570007,53.54904023446613
2023-05-08,173.5,197.21946246553918,152.99862852100208,156.1702081160837,154.10832269283742,161.33276319984583,144.8667795915158,173.5,53.46946246553918
2023-05-09,171.770004,195.2529559457263,151.47305494551608,154.61301021775523,152.57168418087593,159.72408864650473,143.4222899706155,171.770004,51.50295594572631
2023-05-10,173.559998,197.2876628880695,153.05153694586664,154.61301021775523,154.1616148608197,161.38855365014246,143.4222899706155,173.559998,53.53766288806949
2023-05-11,173.75,197.50364036534543,153.21908763990842,154.78227030940027,154.3303807947003,161.56523115834705,143.57929920231066,173.75,53.75364036534543
2023-05-12,172.570007,196.16232863524112,152.1785267715258,153.73109335694443,153.28227277153437,160.46798890332414,142.604205285743,172.570007,52.412328635241124
2023-05-15,172.070007,195.59397283562862,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,51.84397283562862
2023-05-16,172.070007,195.59397283562862,151.73760853371311,153.73109335694443,152.8381565678086,160.0030529863217,142.604205285743,172.070007,51.84397283562862
2023-05-17,172.690002,196.2987283435901,152.28434273941846,153.73109335694443,153.3888562192665,160.57956887404552,142.604205285743,172.690002,52.54872834359011
2023-05-18,175.050003,198.98136885447275,154.36547770373082,153.73109335694443,155.4850855890845,162.7740673321689,142.604205285743,175.050003,55.23136885447275
2023-05-19,175.160004,199.10640826709906,154.46248059788607,153.73109335694443,155.58279204213653,162.87635416378123,142.604205285743,175.160004,55.356408267099056
2023-05-22,174.199997,198.01515717486188,153.6159114084304,152.88853271313263,154.73008271335624,161.98367069403372,141.82262825801155,174.199997,54.26515717486188
2023-05-23,171.559998,195.01423968961947,151.2878639946159,152.88853271313263,152.38515004591667,159.5288099821327,141.82262825801155,171.559998,51.26423968961947
2023-05-24,171.839996,195.33251666397928,151.2878639946159,152.88853271313263,152.63385334353828,159.7891722359104,141.82262825801155,171.839996,51.58251666397928
2023-05-25,172.990005,196.63974523349242,152.30033145990018,152.88853271313263,153.65532860619916,159.7891722359104,141.82262825801155,172.990005,52.88974523349242
2023-05-26,175.429993,199.41330789506225,154.44849592268622,152.88853271313263,155.82260502159198,159.7891722359104,141.82262825801155,175.429993,55.663307895062246
2023-05-30,177.300003,201.53896995272902,156.09485198142687,152.88853271313263,157.48360850585038,159.7891722359104,141.82262825801155,177.300003,57.78896995272902
2023-05-31,177.25,201.48213096263297,156.0508293601547,152.88853271313263,157.4391942207806,159.74410772466325,141.82262825801155,177.25,57.732130962632965
2023-06-01,180.089996,204.7103873575856,158.55116070672463,155.33819602117873,159.96177070501327,162.3036147879164,144.09498762028088,180.089996,60.9603873575856
2023-06-02,180.949997,205.6879604696307,159.30830524438647,156.07999738096333,160.72565146365395,163.07867877881802,144.78309821054614,180.949997,61.937960469630696
2023-06-05,179.580002,204.13067126225044,158.1021621923737,154.8982962505017,159.50877750660743,161.84398975843862,143.686927312942,179.580002,60.380671262250445
2023-06-06,179.210007,203.71009365409517,157.77641874182865,154.8982962505017,159.1801359570124,161.51053688883303,143.686927312942,179.210007,59.960093654095175
2023-06-14,183.949997,209.09809526730572,161.94950404878966,154.8982962505017,163.39034868600848,165.78238723113952,143.686927312942,183.949997,65.34809526730572
2023-06-15,186.009995,211.43971888828605,163.76312546701396,156.63295341648924,165.2201056688938,167.63893189926137,145.29603189417668,186.009995,67.68971888828605
2023-06-16,184.919998,210.20070665526558,162.80349254261296,155.71510247345194,164.25193500946887,166.6565871986263,144.44461399657092,184.919998,66.45070665526558
2023-06-20,185.009995,210.30300728906104,162.88272586554626,155.71510247345194,164.33187326144227,166.7376957484875,144.44461399657092,185.009995,66.55300728906104
2023-06-21,183.960007,209.10947375041397,161.95831684880034,155.71510247345194,163.39923989240708,165.79140860500877,144.44461399657092,183.960007,65.35947375041397
2023-06-22,187.0,212.5650690550768,164.63472547446503,155.71510247345194,166.09946019343283,168.5311601947082,144.44461399657092,187.0,68.8150690550768
2023-06-23,186.679993,212.2013133863436,164.35299143919815,155.44863229806572,165.81521960542148,168.24275831780753,144.19743064046824,186.679993,68.4513133863436
2023-06-26,185.270004,210.59856253526394,163.11163768552427,155.44863229806572,164.56282168147135,166.97202525881406,144.19743064046824,185.270004,66.84856253526394
2023-06-27,188.059998,213.76998107683212,165.56794729122163,155.44863229806572,167.04098476886662,169.4864687120562,144.19743064046824,188.059998,70.01998107683212
2023-06-28,189.25,215.12267015333308,166.61562457776742,156.43227680141172,168.09798311019873,170.55894153394934,145.10988003258734,189.25,71.37267015333308
2023-06-29,189.589996,215.5091475502232,166.91495692066806,156.71331430938199,168.39997857580263,170.86535822026786,145.37057635370522,189.589996,71.75914755022319
2023-06-30,193.970001,220.4879500383867,170.7711115770947,160.33378540344575,172.2904409616023,174.812777066838,148.72900171746812,193.970001,76.73795003838671
2023-07-03,192.460007,220.4879500383867,169.44171346127604,159.0856385110998,170.94921535574494,173.45191588658642,147.5711943294104,192.460007,76.73795003838671
2023-07-05,191.330002,219.19338245592203,168.4468575096195,158.15158696580534,169.9455082941627,172.43351453003123,146.70474841138545,191.330002,75.44338245592203
2023-07-17,193.990005,222.24076158526998,170.78872309072244,158.15158696580534,172.30820916268092,174.8308053947981,146.70474841138545,193.990005,78.49076158526998
2023-07-18,193.729996,221.94288748511195,170.55981127074443,158.15158696580534,172.07726074265187,174.59647588447154,146.70474841138545,193.729996,78.19288748511195
2023-07-19,195.100006,223.51241198602344,171.76596752875125,158.15158696580534,173.29414802318453,175.83117842339323,146.70474841138545,195.100006,79.76241198602344
2023-07-20,193.130005,221.25551982003918,170.03157943346022,158.15158696580534,171.54432929227264,174.0557423051326,146.70474841138545,193.130005,77.50551982003918
2023-07-21,191.940002,219.89221673126016,168.9839012665148,158.15158696580534,170.4873300627081,172.98326858200326,146.70474841138545,191.940002,76.14221673126016
2023-07-24,192.75,220.8201747072525,169.69702318290447,158.15158696580534,171.20679653627903,172.98326858200326,146.70474841138545,192.75,77.0701747072525
2023-07-25,193.619995,221.81686704392922,170.46296643418336,158.15158696580534,171.9795542895998,172.98326858200326,146.70474841138545,193.619995,78.06686704392922
2023-07-26,194.5,222.82502713650123,171.237722485473,158.15158696580534,172.76120324931918,172.98326858200326,146.70474841138545,194.5,79.07502713650123
2023-07-27,193.220001,221.3586219338807,170.1108118759939,158.15158696580534,171.62426665601365,171.8448705830228,146.70474841138545,193.220001,77.6086219338807
2023-07-28,195.830002,224.3487172739902,172.40865571622427,158.15158696580534,173.9425541276945,174.16613795568244,146.70474841138545,195.830002,80.59871727399019
2023-07-31,196.449997,225.0590021207742,172.95449906713625,158.15158696580534,174.49325377915238,174.71754547035854,146.70474841138545,196.449997,81.30900212077421
2023-08-01,195.610001,224.0966775372547,172.21496692350178,158.15158696580534,173.74714210982276,173.9704747573724,146.70474841138545,195.610001,80.34667753725469
2023-08-23,181.119995,207.49649254929545,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,181.119995,63.74649254929545
2023-08-24,176.380005,202.06621799722996,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,176.380005,58.316217997229955
2023-08-25,178.610001,204.62096822455277,159.45797141583677,158.15158696580534,160.87664919645587,161.08343825530122,146.70474841138545,178.610001,60.87096822455277
2023-08-28,180.190002,206.43106470630443,159.45797141583677,159.55061089592422,160.87664919645587,161.08343825530122,146.70474841138545,180.190002,62.681064706304426
2023-08-29,184.119995,210.93338242800755,159.45797141583677,163.03045315690994,160.87664919645587,164.59671189830425,146.70474841138545,184.119995,67.18338242800755
2023-08-30,187.649994,214.97745503966217,159.45797141583677,166.15611768136012,160.87664919645587,167.75240516455872,146.70474841138545,187.649994,71.22745503966217
2023-08-31,187.869995,215.22949477639767,159.64492006646904,166.35091924392245,160.87664919645587,167.94907821581714,146.70474841138545,187.869995,71.47949477639767
2023-09-01,189.460007,217.05106015967462,160.99605300626993,167.75880749030725,160.87664919645587,169.37049226201484,146.70474841138545,189.460007,73.30106015967462
2023-09-05,189.699997,217.325999893672,161.19998756413668,167.9713084652998,160.87664919645587,169.58503476669216,146.70474841138545,189.699997,73.57599989367199
2023-09-06,182.910004,209.54718048759665,155.4301045674565,161.95905740195252,160.87664919645587,163.51502307886594,146.70474841138545,182.910004,65.79718048759665
2023-10-06,177.490005,203.33786725235342,155.4301045674565,161.95905740195252,160.87664919645587,158.669737188585,146.70474841138545,177.490005,59.58786725235342
2023-10-09,178.990005,205.05631219170948,155.4301045674565,161.95905740195252,160.87664919645587,160.01068371559015,146.70474841138545,178.990005,61.30631219170948
2023-10-10,178.389999,204.36892734218728,154.90907550038037,161.41614213584302,160.87664919645587,159.47429974100197,146.70474841138545,178.389999,60.61892734218728
2023-10-11,179.800003,205.98427016770182,154.90907550038037,162.6919838722181,160.87664919645587,160.73479305224424,146.70474841138545,179.800003,62.23427016770182
2023-10-12,180.710007,207.02679801343098,155.69310150699644,163.5154007444172,160.87664919645587,161.5483041878181,146.70474841138545,180.710007,63.27679801343098
2023-10-13,178.850006,204.89592514299954,154.09059299458121,161.832379344833,160.87664919645587,159.88552960036736,146.70474841138545,178.850006,61.145925142999545
2023-10-16,178.720001,204.74698752010553,154.09059299458121,161.832379344833,160.87664919645587,159.76930976487182,146.70474841138545,178.720001,60.996987520105534
2023-10-17,177.149994,202.94834046416983,154.09059299458121,161.832379344833,160.87664919645587,158.36577947552263,146.70474841138545,177.149994,59.19834046416983
2023-10-18,175.839996,201.44756750839215,154.09059299458121,161.832379344833,160.87664919645587,157.19468796320018,146.70474841138545,175.839996,57.697567508392154
2023-10-19,175.460007,201.01224072568482,154.09059299458121,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,175.460007,57.26224072568482
2023-11-02,177.570007,203.429519940379,154.09059299458121,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,177.570007,59.67951994037901
2023-11-03,176.649994,202.37552548438447,153.29222985247284,161.832379344833,160.87664919645587,156.85499134330004,146.70474841138545,176.649994,58.62552548438447
2023-11-06,179.229996,205.33125307133682,153.29222985247284,164.19596766385908,160.87664919645587,159.14588409801874,146.70474841138545,179.229996,61.58125307133682
2023-11-07,181.820007,208.29844726855447,155.5074202245824,166.5687254158876,160.87664919645587,161.44566426661615,146.70474841138545,181.820007,64.54844726855447
2023-11-08,182.889999,209.52426216025543,156.4225653635931,167.54896519579913,160.87664919645587,162.3957553597265,146.70474841138545,182.889999,65.77426216025543
2023-11-09,182.410004,208.97436550781129,156.0120341717716,167.10923275559523,160.87664919645587,161.96954752430577,146.70474841138545,182.410004,65.22436550781129
2023-11-10,186.399994,213.5454175901988,159.42460169863284,170.7645375797895,160.87664919645587,165.51242818191764,146.70474841138545,186.399994,69.79541759019881
2023-11-13,184.800003,211.71241996555534,158.05615783539756,169.29875575553245,160.87664919645587,164.09172858962467,146.70474841138545,184.800003,67.96241996555534
2023-11-14,187.440002,214.736881913192,160.3141020553946,169.29875575553245,160.87664919645587,166.4358952149081,146.70474841138545,187.440002,70.98688191319201
2023-11-15,188.009995,215.3898829707376,160.80160693694526,169.81358239157444,161.36586474770962,166.94201607603162,147.15086812312794,188.009995,71.6398829707376
2023-11-16,189.710007,217.3374676495673,162.25559698365575,169.81358239157444,162.82495689045174,168.45152853909744,147.15086812312794,189.710007,73.58746764956729
2023-11-17,189.690002,217.31454932222607,162.23848706273492,169.81358239157444,162.80778693028935,168.43376525458908,147.15086812312794,189.690002,73.56454932222607
2023-11-20,191.449997,219.33085232292072,163.74377950317668,169.81358239157444,164.3183614884486,169.99653915702834,147.15086812312794,191.449997,75.58085232292072
2023-11-21,190.639999,218.40289434692838,163.0510026110986,169.81358239157444,163.6231536208354,169.27730771862767,147.15086812312794,190.639999,74.65289434692838
2023-11-22,191.309998,219.17046527421078,163.62404084689106,169.81358239157444,164.19820266551574,169.87222813139044,147.15086812312794,191.309998,75.42046527421078
2023-11-24,189.970001,219.17046527421078,162.47796523058838,169.81358239157444,163.04810543443855,168.68238819380716,147.15086812312794,189.970001,75.42046527421078
2023-11-27,189.789993,219.17046527421078,162.32400758774338,169.81358239157444,162.89360754946438,168.52255148709474,147.15086812312794,189.789993,75.42046527421078
2023-11-28,190.399994,219.8748975831773,162.8457306005712,169.81358239157444,163.417161304476,169.0641971413505,147.15086812312794,190.399994,76.1248975831773
2023-12-05,193.419998,219.8748975831773,165.42868634266353,169.81358239157444,166.0091807181329,171.74578625749126,147.15086812312794,193.419998,76.1248975831773
2023-12-06,192.320007,219.8748975831773,164.4878835921705,169.81358239157444,165.0650766616986,170.7690577851274,147.15086812312794,192.320007,76.1248975831773
2023-12-07,194.270004,219.8748975831773,166.15568136601877,169.81358239157444,166.73872678950397,172.50054248902418,147.15086812312794,194.270004,76.1248975831773
2023-12-08,195.710007,221.50469377211684,167.38729033656324,169.81358239157444,167.97465751400773,173.77918197824673,147.15086812312794,195.710007,77.75469377211684
2023-12-11,193.179993,221.50469377211684,165.2234143321361,167.6183408327673,165.8031884017735,171.53267568021408,145.24859566312202,193.179993,77.75469377211684
2023-12-12,194.710007,221.50469377211684,166.53200811107865,167.6183408327673,167.1163740767484,172.89123973838852,145.24859566312202,194.710007,77.75469377211684
2023-12-13,197.960007,221.50469377211684,169.31167534390354,167.6183408327673,169.9057952478412,175.7770520179277,145.24859566312202,197.960007,77.75469377211684
2023-12-14,198.110001,221.5046937721168,169.43996254603292,167.74534499788066,170.0345326137295,175.910238026253,145.3586503059161,198.110001,77.75469377211681
2023-12-15,197.570007,220.90093220023746,168.97811527596457,167.28811679451104,169.5710647073101,175.430754544383,144.96244214571678,197.570007,77.15093220023746
2023-12-18,195.889999,219.02253304978413,167.54123429489266,167.28811679451104,168.1291416664469,173.9390044778833,144.96244214571678,195.889999,75.27253304978413
2023-12-19,196.940002,220.19653028263863,168.43928319749816,167.28811679451104,169.03034185041952,174.87134649356113,144.96244214571678,196.940002,76.44653028263863
2023-12-20,194.830002,217.8373616313843,166.6346377017257,167.28811679451104,167.21936379780234,172.99778836746032,144.96244214571678,194.830002,74.08736163138431
2024-01-11,185.589996,207.50620879128857,158.7318248065548,167.28811679451104,159.2888196878255,164.79319674351697,144.96244214571678,185.589996,63.75620879128857
2024-01-12,185.919998,207.8751805321659,158.7318248065548,167.28811679451104,159.57205493868793,164.79319674351697,144.96244214571678,185.919998,64.1251805321659
2024-01-16,183.630005,205.3147636140655,158.7318248065548,167.28811679451104,157.60659187534816,164.79319674351697,144.96244214571678,183.630005,61.5647636140655
2024-01-18,188.630005,210.90521065495255,158.7318248065548,167.28811679451104,161.89800906164479,164.79319674351697,144.96244214571678,188.630005,67.15521065495255
2024-01-19,191.559998,214.18120479428651,158.7318248065548,167.28811679451104,161.89800906164479,164.79319674351697,144.96244214571678,191.559998,70.43120479428651
2024-01-22,193.889999,216.78635423342928,160.6625270115689,169.32289171353838,161.89800906164479,164.79319674351697,144.96244214571678,193.889999,73.03635423342928
2024-01-23,195.179993,218.2286828614417,161.73145112801993,170.44943519437626,161.89800906164479,165.8896031395991,144.96244214571678,195.179993,74.47868286144171
